filename,width,height,class,xmin,ymin,xmax,ymax
89_9_jpg.rf.40c65e8b7000bd73829e0b2da3fd9231.jpg,640,750,happy,98,193,434,653
64_8_jpg.rf.453fb19a88075eae23994abf384f4133.jpg,640,750,sad,141,193,558,634
120_28_jpg.rf.45630e8c38862d15cf5446bbe3571d8c.jpg,640,750,neutral,136,200,517,629
72_4_jpg.rf.cf5cdba3dcbee207acb602e5c9e76f42.jpg,640,750,neutral,88,191,481,648
38_11_jpg.rf.2fe1897e765f5cfc8776f49861a4de92.jpg,640,750,happy,131,170,505,637
25_31_jpg.rf.522d04b112c4812206e81a568fced7ae.jpg,640,750,happy,150,229,504,645
62_4_jpg.rf.b151a3eea4a0e670486c7b88b74fe5f5.jpg,640,750,neutral,109,173,589,684
89_9_jpg.rf.e47dbb92aa8301cc4a8334b1b553d6f4.jpg,640,750,happy,70,177,502,710
117_1_jpg.rf.ebe988290a875c2d87ef3c7da79cb547.jpg,640,750,sad,147,176,580,677
3_21_jpg.rf.d955394422a4be8924e701dcda2950cf.jpg,640,750,neutral,84,176,515,652
33_22_jpg.rf.7b457be922a56a32b95de32e9a6cc7a5.jpg,640,750,happy,95,209,493,655
29_34_jpg.rf.50c5765bee930633ed1362fe9b9cca41.jpg,640,750,happy,82,198,442,649
49_26_jpg.rf.90b4db1ad8438a1af16b58e686d2846f.jpg,640,750,sad,64,196,573,722
1_30_jpg.rf.59ac6bf5e8b1e24d2e3a90937578d110.jpg,640,750,happy,50,148,557,734
118_4_jpg.rf.1560c8cfc70008f7ff3441004b9691e0.jpg,640,750,neutral,58,191,565,713
21_24_jpg.rf.86ec1a0fac7ab01619483977f6a27103.jpg,640,750,happy,86,151,503,691
92_30_jpg.rf.cae7819d0f8cf20ca800fcdede90f1af.jpg,640,750,sad,172,203,539,645
118_1_jpg.rf.30e2cc225d0b7548ec81e0225c1625e6.jpg,640,750,sad,82,189,551,661
49_26_jpg.rf.3c0b6519a675021e24ba19bfdb2c42ef.jpg,640,750,sad,13,179,497,681
72_24_jpg.rf.e9f92d72a2dc5eb5ad4ae572a798f8df.jpg,640,750,happy,102,178,440,636
106_6_jpg.rf.9c8ac6c3bbfe4c7d3a564c6e81c25e7e.jpg,640,750,neutral,94,217,450,639
3_21_jpg.rf.5ad5a43da0187f52e063b648b2854074.jpg,640,750,neutral,37,128,545,676
0_5_jpg.rf.42cdba5e03b96b53f4669ae4480ee7c3.jpg,640,750,neutral,131,195,506,634
137_2_jpg.rf.33f1b60ea4ef307eecbd6c4285aad095.jpg,640,750,neutral,147,169,598,677
124_2_jpg.rf.a96e21a0f6e00b217c85c050bfa6c272.jpg,640,750,sad,138,204,547,645
45_28_jpg.rf.c460712300ae87c716e212053660e482.jpg,640,750,sad,7,185,502,708
35_13_jpg.rf.8578fad6e3634ca3e866f18365b8ad42.jpg,640,750,happy,202,208,553,650
133_18_jpg.rf.206426d06523fc08616b9f4bf3bde73e.jpg,640,750,happy,36,134,542,723
68_23_jpg.rf.2869d21a739f129e6b812d2b07d178be.jpg,640,750,sad,70,199,436,642
50_5_jpg.rf.45924365c96c8d5153064bef545bc597.jpg,640,750,happy,154,174,579,676
118_1_jpg.rf.e723f1e4f97c98ff07eebcc5d67da35a.jpg,640,750,sad,55,152,579,679
40_28_jpg.rf.76ba1207c3d92d5dff826279c95f36c3.jpg,640,750,sad,65,192,504,681
117_17_jpg.rf.52c5e458238020f9bb409f7ab93cbeb8.jpg,640,750,happy,187,181,557,646
93_19_jpg.rf.6d00e122d59d49e886bd4126e0611fa1.jpg,640,750,happy,196,187,591,659
117_17_jpg.rf.4ce49a244616b2fc0ce06a6a729ae659.jpg,640,750,happy,168,165,589,674
42_5_jpg.rf.731b8c5bf4e689a33133a0b4074cf334.jpg,640,750,happy,99,240,430,665
102_29_jpg.rf.cf4935728ebf2cebfed13a1f911bf1e8.jpg,640,750,neutral,118,143,614,693
28_31_jpg.rf.8c22034991ab2e37edc41089bd1ff6e9.jpg,640,750,happy,57,177,502,699
40_28_jpg.rf.be88c6c018b2a64c0cebec8068b38be3.jpg,640,750,sad,38,186,506,698
124_2_jpg.rf.c4d08aca5ce6a2291ba9621b4a57ac45.jpg,640,750,sad,144,213,531,634
28_17_jpg.rf.46f2b3d17ff344ed4d913957465656d4.jpg,640,750,sad,118,145,537,641
33_22_jpg.rf.0b1adf1423aefcc53bf1fa715f7d97c9.jpg,640,750,happy,94,178,575,697
47_26_jpg.rf.ba560bbd3ea733a564100e6423eb2afa.jpg,640,750,happy,73,193,415,641
38_11_jpg.rf.3fc6e1586bda5319a3fbb1b4e6f290e8.jpg,640,750,happy,81,135,600,731
127_2_jpg.rf.7776b61e8fb8ce478ea4c7463cef0367.jpg,640,750,neutral,85,130,546,658
1_30_jpg.rf.88be4025d9e2a88b648d2977e92c869a.jpg,640,750,happy,122,184,530,678
28_17_jpg.rf.f9e85c28e7e473a706b8dd6dc709ecfb.jpg,640,750,sad,35,126,553,718
14_23_jpg.rf.b67a68d85fb5668493fccedac23319d0.jpg,640,750,sad,90,168,538,656
36_13_jpg.rf.1a1ece22d15248d3b93af444edfb61d8.jpg,640,750,happy,96,176,541,654
130_2_jpg.rf.4a4e280a1f2de79e5bdd058b5409fc4e.jpg,640,750,sad,63,106,546,670
106_6_jpg.rf.6fa539a6040302acb260360cce022299.jpg,640,750,neutral,77,213,493,694
72_4_jpg.rf.c9fa2bf5f4703245e406818797a3c301.jpg,640,750,neutral,104,211,439,610
128_29_jpg.rf.38c9ceb20072c78fa76fcc9acd72d43e.jpg,640,750,happy,210,222,539,650
28_31_jpg.rf.2a3fbad5df3d7c2c221dc3112ae8e34c.jpg,640,750,happy,174,151,631,690
48_29_jpg.rf.d082ac2ed5446bf277ac550f3aa431ca.jpg,640,750,happy,162,177,603,701
130_11_jpg.rf.66f7553ca94d95ac2350df58db71485c.jpg,640,750,happy,160,169,549,646
78_2_jpg.rf.ac27701422f5d72e1de3626ab21e276f.jpg,640,750,happy,31,148,531,708
21_5_jpg.rf.5bcc9f936ada58558719a07590627f0e.jpg,640,750,neutral,143,190,503,666
75_0_jpg.rf.72b3ce0d99e54f63af1eeca17a1ff9f8.jpg,640,750,sad,62,161,561,694
23_11_jpg.rf.cc4a717a0d007d8c7606dbf849f5401b.jpg,640,750,happy,93,160,544,666
3_21_jpg.rf.6531b608a6db621bb3773c8455901951.jpg,640,750,neutral,132,193,529,635
38_30_jpg.rf.2144a009f1930976ad65e81330029aec.jpg,640,750,neutral,86,127,534,667
82_24_jpg.rf.ab1fb50bd786d8d8030df54478bd73d8.jpg,640,750,sad,99,208,474,651
35_13_jpg.rf.cb56b50eddbc785f97fa2b0f04d33b58.jpg,640,750,happy,59,180,434,652
0_5_jpg.rf.1a4e90e6b2b0837d062773051f3b1973.jpg,640,750,neutral,117,184,509,642
118_4_jpg.rf.8979de2146e0e5cfd4c2fee093ecd2df.jpg,640,750,neutral,116,229,518,649
130_11_jpg.rf.e47662489b589db3075f841c4ed42873.jpg,640,750,happy,26,119,528,693
49_26_jpg.rf.b4915dacb6d1b0b106090dca57938891.jpg,640,750,sad,98,228,477,628
133_18_jpg.rf.c2a823d2c59356940dd32101ec71334b.jpg,640,750,happy,94,158,488,648
93_19_jpg.rf.f5a2328595467c9a22efe7e6ef03d5c2.jpg,640,750,happy,220,227,552,644
42_7_jpg.rf.062555e18733e0df9e050e2e4694ff35.jpg,640,750,happy,126,245,587,721
73_6_jpg.rf.f787bd7dc459d41eaafa5f00bd626d65.jpg,640,750,neutral,114,211,544,689
39_8_jpg.rf.fd7cd5d304987fde4ff6378644ed3fd8.jpg,640,750,sad,174,135,611,665
97_15_jpg.rf.e9e8d035d5827eaf0d3cbbf5312939eb.jpg,640,750,neutral,37,111,627,744
121_17_jpg.rf.9f3f189a3ce78ce44c3679cf91c68321.jpg,640,750,happy,102,146,583,697
47_26_jpg.rf.348270091247669e1972ed1e5e317567.jpg,640,750,happy,185,142,610,658
119_32_jpg.rf.cc0bf183cc0e8e59186d873db0be877a.jpg,640,750,sad,176,167,597,634
128_20_jpg.rf.c7f45aa898cfc98e518c35198e93d76e.jpg,640,750,neutral,80,167,558,670
123_24_jpg.rf.90f9ff1a412af8434874ba32eb6157b5.jpg,640,750,neutral,157,198,536,644
86_18_jpg.rf.86176359286c36e9dd0e1c6a76cf06ec.jpg,640,750,sad,187,263,548,640
102_29_jpg.rf.0e45118647366362245897ef80c23944.jpg,640,750,neutral,37,138,516,691
111_23_jpg.rf.d8cad39790b8f80f3c4a207a9df61336.jpg,640,750,sad,160,253,481,631
0_9_jpg.rf.61988f3436ad28964946a76c42f6d6bb.jpg,640,750,sad,128,181,545,655
119_32_jpg.rf.90be6fe19b7f11ce92e3a1eb0ac77c0a.jpg,640,750,sad,96,216,428,612
4_27_jpg.rf.cc8b37f8c9962f8ee6ad8d9c548fd1b9.jpg,640,750,neutral,75,168,564,692
106_6_jpg.rf.20c707df6e46c9f46301dec65786371b.jpg,640,750,neutral,92,182,474,634
129_22_jpg.rf.dd81a5f3e60bccc67971e64c07483890.jpg,640,750,happy,83,211,499,681
35_23_jpg.rf.4365de4c60d6b2863b477d836c9325dd.jpg,640,750,happy,13,155,509,723
35_26_jpg.rf.905b7ffa3239e86811abe5b9bd72edcd.jpg,640,750,happy,148,199,518,656
139_9_jpg.rf.f1109b750189694eed2fc0c973e208a9.jpg,640,750,neutral,11,150,464,690
35_13_jpg.rf.5eff2ebc5cd8ef996ca18f4c63af39f9.jpg,640,750,happy,35,136,490,668
127_2_jpg.rf.3c0ac357db0612afb16724c99bea5da2.jpg,640,750,neutral,156,189,501,616
70_25_jpg.rf.d0db16be1993087d78f507f16ba2943f.jpg,640,750,happy,97,158,489,635
38_30_jpg.rf.ebeae042c1ff7375d6b17f7636576ae3.jpg,640,750,neutral,98,129,541,664
62_4_jpg.rf.cbcfc510c3d00afd46f51094467b66ed.jpg,640,750,neutral,137,238,504,647
33_22_jpg.rf.7da1c069f9d2b9a6dcb354ce79bb632f.jpg,640,750,happy,34,157,538,697
137_2_jpg.rf.83b180cf76af4e7b0d8278ec14288bb4.jpg,640,750,neutral,106,121,606,676
129_17_jpg.rf.19e3fdb4a13714500489e36cfd68bf15.jpg,640,750,sad,134,229,545,676
43_11_jpg.rf.6190f73223537a73f7750f85292437c1.jpg,640,750,sad,50,116,498,677
92_30_jpg.rf.9b4d17e6493ef5c8b3e01d25bf5f089c.jpg,640,750,sad,90,194,479,656
29_34_jpg.rf.4bbde663afb8fb6e640e133111fc75eb.jpg,640,750,happy,192,195,564,657
48_29_jpg.rf.4b206657b5a3814aebe19f1b97d0830c.jpg,640,750,happy,185,193,547,654
101_24_jpg.rf.c2c6a6f271360c8bae255aca6993b2aa.jpg,640,750,happy,102,177,517,662
55_5_jpg.rf.3134e92d77eb5eb49ce3c221e4c96d95.jpg,640,750,neutral,114,130,627,687
64_10_jpg.rf.6521b983f1533a640e12fc22337b2f21.jpg,640,750,happy,0,157,464,642
127_2_jpg.rf.4b13ef91501650b8538419f414b5d6ac.jpg,640,750,neutral,142,146,520,610
23_11_jpg.rf.68d654a063ea54264440933a6bd823e9.jpg,640,750,happy,121,207,496,641
114_29_jpg.rf.cc7852acd2cbfe19aa0aa8d0efa79769.jpg,640,750,neutral,48,180,448,666
64_8_jpg.rf.9e9cb9d7636b5c794c68bf55c98bb174.jpg,640,750,sad,87,177,600,711
33_11_jpg.rf.8ee7ab4313bd71222c9c6d1c99d3f949.jpg,640,750,happy,35,180,505,703
118_26_jpg.rf.fa5cfe02fc50bbebabc9d2f66705e085.jpg,640,750,happy,85,189,548,690
84_14_jpg.rf.268409a91b5fdf1fb0a444626e91a28c.jpg,640,750,happy,63,118,544,695
103_3_jpg.rf.12b2ad47b5b2ce63f23ce2ed7ac10a8e.jpg,640,750,happy,79,206,485,669
112_11_jpg.rf.c9547280ae45d350f2cc7b0f8be7851b.jpg,640,750,neutral,102,179,529,666
64_10_jpg.rf.2aff8f4b78780b6f5208b596b69b3589.jpg,640,750,happy,162,167,637,657
14_23_jpg.rf.d1dcbdeed51ee1aa2cdfea8e213b94e6.jpg,640,750,sad,94,217,539,702
20_3_jpg.rf.f7053d8182e4e9f6fb951b05405d92f9.jpg,640,750,sad,137,142,553,652
17_23_jpg.rf.784c5786fcc8285d211c69f97742b546.jpg,640,750,happy,63,179,551,699
64_8_jpg.rf.cb99a5fe2dd1fdd5eb7dc9410c35e16c.jpg,640,750,sad,120,153,625,680
63_30_jpg.rf.af40ac62161c6b891a154efeb6b8ba76.jpg,640,750,neutral,82,203,435,671
78_8_jpg.rf.3fb157ad9cca2309dc9aafcca865c96c.jpg,640,750,sad,75,134,525,656
4_22_jpg.rf.ec35603ffbcb6a96285c291b01d72dea.jpg,640,750,sad,95,192,528,660
13_1_jpg.rf.eda4850f69738adaad64f9ee6c334ddb.jpg,640,750,neutral,122,222,539,697
42_7_jpg.rf.734d563669ccc502629629bd84ebc855.jpg,640,750,happy,169,204,584,637
103_3_jpg.rf.53be2538a2ce65d0c588574dd4f3b00c.jpg,640,750,happy,29,167,522,711
97_3_jpg.rf.a9db46c3367f0dfa466258a601963818.jpg,640,750,happy,0,93,587,750
101_24_jpg.rf.8e435bcfda1b15a738bdb7c3e5495f6c.jpg,640,750,happy,115,185,522,664
78_2_jpg.rf.2f26b0a17819489b3d9f8e25366e8c1b.jpg,640,750,happy,87,204,461,654
108_22_jpg.rf.62c9511a5ddd5594609da3ed737b4be6.jpg,640,750,sad,72,160,575,732
38_30_jpg.rf.d472eb7274ac48b14ee11d08bb452600.jpg,640,750,neutral,129,158,497,631
2_32_jpg.rf.5b881335c057b4abc5900e76f6011972.jpg,640,750,happy,60,214,419,659
62_34_jpg.rf.c27b989ee82dddb78099ca27a060dd03.jpg,640,750,happy,149,267,539,693
30_7_jpg.rf.12ab52097c3126e556efd87bb015d141.jpg,640,750,neutral,0,123,505,731
12_8_jpg.rf.0b644a746c27c6d96492b1cb1d305d62.jpg,640,750,sad,93,165,526,644
48_22_jpg.rf.d4feee7c320c3d96e27735a3b75921ed.jpg,640,750,neutral,176,215,566,671
85_24_jpg.rf.82130f01e403f1ff65942551af3b2fba.jpg,640,750,neutral,50,42,640,704
19_30_jpg.rf.75648495eddf46d2afc1c446e3886850.jpg,640,750,sad,107,204,535,683
39_2_jpg.rf.d3c00c08309e3ab46fc3bc2581b408bb.jpg,640,750,neutral,108,181,535,691
103_3_jpg.rf.3cab9f407f2d389912e39f2b23d531d6.jpg,640,750,happy,95,149,584,694
50_5_jpg.rf.32b159fd2ffe1bc225fb52ffe6f36f64.jpg,640,750,happy,206,199,543,635
118_4_jpg.rf.5be92214bc06e9e2f8962561ab744852.jpg,640,750,neutral,56,184,548,689
105_32_jpg.rf.6b71f63175f71376ae60e6d1a4a2229b.jpg,640,750,happy,136,167,567,670
40_31_jpg.rf.19ea0d5dccbf9c5a21a39beb3be44388.jpg,640,750,sad,74,222,450,648
58_12_jpg.rf.a5a468d5e4094990b53bff863df19449.jpg,640,750,happy,160,148,640,666
125_33_jpg.rf.4eda72ef468fa7b2035f79962691d30b.jpg,640,750,happy,151,185,587,723
120_28_jpg.rf.ce2e7bdfb0978f38d2d4d2509d2cd53b.jpg,640,750,neutral,100,154,551,650
1_30_jpg.rf.dadd257c80f84809dcdf9316125298f9.jpg,640,750,happy,70,139,587,721
84_34_jpg.rf.52597b1c16b31741ea9ce7cd0a8e1c91.jpg,640,750,sad,169,179,567,675
93_19_jpg.rf.8c3e381512d821549addfb28397ce12a.jpg,640,750,happy,62,208,466,684
102_15_jpg.rf.f9674145ffb975096df35baee4ccdf62.jpg,640,750,neutral,92,100,640,712
68_23_jpg.rf.00d5749d351c0ec3885e1e38328d33e8.jpg,640,750,sad,196,216,544,638
85_24_jpg.rf.62d40966b318bf599414f184e1015b79.jpg,640,750,neutral,27,16,640,704
128_29_jpg.rf.59e2a30a51d348ff2f38f345d394bf9d.jpg,640,750,happy,199,221,541,665
74_34_jpg.rf.f20b91c9fde9c210e8b650943329e581.jpg,640,750,sad,144,167,599,664
55_5_jpg.rf.173a2e2e1020528160bc6e00128ba0d4.jpg,640,750,neutral,117,187,573,698
117_1_jpg.rf.3cfcbfddcc85848f70838270157350bf.jpg,640,750,sad,21,162,472,690
61_11_jpg.rf.61299974d1aea4996896913cf7eda28a.jpg,640,750,neutral,136,130,569,645
27_17_jpg.rf.1d7a96f3b8168e9c82b71533c5a4b3d2.jpg,640,750,neutral,140,179,600,709
85_7_jpg.rf.7e4af46c40ad9966c2068a117ba2f98d.jpg,640,750,happy,18,149,502,682
47_31_jpg.rf.5d02afdd0fd9ca5d714eb823f9940fc9.jpg,640,750,neutral,0,32,640,707
92_30_jpg.rf.535173336e6f179e7326d45df83f0eee.jpg,640,750,sad,98,192,481,650
133_18_jpg.rf.eec5d3b3a4efe6a38948902e187b8efd.jpg,640,750,happy,30,103,558,708
21_24_jpg.rf.0445fa189a5a75c1e11c3b57f95db17d.jpg,640,750,happy,111,177,487,678
111_23_jpg.rf.85b34c5f125cf886e53d38e803da6ddd.jpg,640,750,sad,135,178,560,649
123_24_jpg.rf.59532795224274bfce1ff3b06a975c4d.jpg,640,750,neutral,72,182,528,700
89_21_jpg.rf.792f85d438f1aea7c22c556ca136dd7f.jpg,640,750,sad,67,172,486,659
118_28_jpg.rf.d601b5f550c6e3b97c5e08002241ada7.jpg,640,750,happy,90,198,511,656
41_33_jpg.rf.8a52382d794eca10204f59fee1384029.jpg,640,750,happy,0,144,567,727
61_8_jpg.rf.32264aced3bebee2b870c87a1358024b.jpg,640,750,happy,37,145,549,743
130_11_jpg.rf.2a23d2fa9a5c746f40ca1d377c4a0a3a.jpg,640,750,happy,149,156,565,655
117_17_jpg.rf.4208b31a7fb5d2b00486df30f79a169b.jpg,640,750,happy,30,129,507,695
95_24_jpg.rf.3d633cb8994ee9b27d6b94fe36ec0362.jpg,640,750,neutral,95,167,559,671
48_22_jpg.rf.a1cec0742329543a2a77b8af8e39f0cf.jpg,640,750,neutral,151,183,575,661
75_0_jpg.rf.8f2a5f50eebdf143abea1f1a7c6221e1.jpg,640,750,sad,93,229,499,679
4_8_jpg.rf.cffea63d9dc8cc16e8ec69b62201054e.jpg,640,750,neutral,130,167,599,675
89_21_jpg.rf.0eb99351fadc42d1f86bbfd2087c638d.jpg,640,750,sad,201,227,536,632
54_3_jpg.rf.68be098ee16caeaad6c716b8b700156e.jpg,640,750,sad,111,164,600,720
38_11_jpg.rf.8892ac19615242d4df61241f43fc4d73.jpg,640,750,happy,100,144,553,691
63_30_jpg.rf.6a84b710cab09cd48e65c72c0e600926.jpg,640,750,neutral,28,168,453,687
4_22_jpg.rf.6a7ad84a196ab580fffdb1bb3cb747f1.jpg,640,750,sad,67,168,544,672
71_16_jpg.rf.e4e6d4a990882a2d7e425944973bd2ea.jpg,640,750,neutral,66,197,521,681
40_31_jpg.rf.66509b6ba27c4d601002fd75dfec6cac.jpg,640,750,sad,206,227,548,623
41_33_jpg.rf.5c6a894159ce425c840a14c0bc54d33d.jpg,640,750,happy,16,188,558,744
68_9_jpg.rf.5abc6a59c7e1fb04ebe8c52d0cf97c4e.jpg,640,750,neutral,55,169,470,647
136_10_jpg.rf.528b5d3eddd9ca59a2959dc0977c3527.jpg,640,750,happy,154,166,578,670
45_28_jpg.rf.c8b78c8eb1657e05307effa7431a3e54.jpg,640,750,sad,163,176,619,658
26_4_jpg.rf.8bd1b620222994d5c6a48ecdf4e349ad.jpg,640,750,happy,151,179,555,681
7_10_jpg.rf.8d241dc8e1f26ad6bcc514959c5e6666.jpg,640,750,happy,18,160,511,690
114_29_jpg.rf.ff0716eb5ac937a994f341e4a0d99e61.jpg,640,750,neutral,63,223,443,695
74_34_jpg.rf.f3dc4a25a7b000211161e1fa2e65d990.jpg,640,750,sad,127,150,606,669
33_11_jpg.rf.73bd16343970023b7d34675297025827.jpg,640,750,happy,104,178,580,707
93_11_jpg.rf.cfd74119f634c587acaeca3a5d752162.jpg,640,750,neutral,27,52,640,732
108_27_jpg.rf.f2acef09112aa76a42087a8c070df126.jpg,640,750,happy,57,147,506,687
35_26_jpg.rf.8638b9ea038b383e92b051eefddc80a4.jpg,640,750,happy,103,154,575,704
36_13_jpg.rf.88c46bdc1edc6a813e05a0a431326540.jpg,640,750,happy,45,191,544,718
118_1_jpg.rf.d696e65cdba13db5055d42774f492a56.jpg,640,750,sad,37,146,625,736
92_4_jpg.rf.4e1d062bc9c95b59e6b26b58abb268d2.jpg,640,750,sad,83,186,506,678
123_1_jpg.rf.f643b0c0df2384d3a0e7d898d20ca028.jpg,640,750,neutral,59,172,492,684
25_17_jpg.rf.9436c5361d5cc26630657b5e6f2cceb7.jpg,640,750,neutral,27,93,631,676
95_22_jpg.rf.59ea867f885cc3b28eb89114af204c74.jpg,640,750,happy,0,2,640,740
42_15_jpg.rf.f09ddfa8ba8dc7bb8622827fc0270901.jpg,640,750,sad,107,203,521,655
74_34_jpg.rf.316b6a4f64ac31e06e0193171567f86a.jpg,640,750,sad,88,203,466,628
87_6_jpg.rf.13f61d0c10d64be836f5637d07d8d626.jpg,640,750,happy,81,121,606,687
106_32_jpg.rf.5cf2625d370bc6e7ceb14d2fce39e7db.jpg,640,750,sad,83,188,516,650
56_6_jpg.rf.6d594569456b8968158b89bc9295058c.jpg,640,750,happy,155,186,587,737
58_12_jpg.rf.3c401dafa9e95f8eb4e855a3b4ab5fc5.jpg,640,750,happy,176,205,582,636
125_3_jpg.rf.0611bf59222ae9c26d918013fafb13ee.jpg,640,750,neutral,106,183,514,637
64_28_jpg.rf.034f72121dbde7b3c9080a41227a085a.jpg,640,750,neutral,56,202,561,728
118_26_jpg.rf.9d0e7e37eee24f61113e3d9c2466e40d.jpg,640,750,happy,29,167,594,750
94_18_jpg.rf.5697bda39123a442e3a0722a01eb96bb.jpg,640,750,sad,166,267,559,689
108_27_jpg.rf.236648982a1c2042500ba1d9a1bacfd2.jpg,640,750,happy,177,154,558,642
54_21_jpg.rf.d5d7c0f2f3610184c416e538c2a9eed1.jpg,640,750,neutral,104,112,628,663
21_5_jpg.rf.2c8ab7ee652795c731cfca7a945d4c9c.jpg,640,750,neutral,124,176,519,678
58_12_jpg.rf.302915a63a3f75cdc7250f2882d107b0.jpg,640,750,happy,21,160,488,650
133_7_jpg.rf.13d8a9e92832c2befa3c63501dd8c244.jpg,640,750,neutral,0,47,598,701
54_24_jpg.rf.9b7d09a26cc7f380a0052254401048da.jpg,640,750,neutral,0,77,598,722
40_31_jpg.rf.99ed6c4fa4d414782f99328af4ea3930.jpg,640,750,sad,148,194,579,668
26_4_jpg.rf.3cc343ade5431d755969c1a95f8fc893.jpg,640,750,happy,138,182,585,696
123_11_jpg.rf.8c8171e796b829fa81457b0d143a9819.jpg,640,750,happy,79,145,566,709
130_28_jpg.rf.031cb448e8c3632af28fe1151aaeae1e.jpg,640,750,happy,75,135,505,688
129_17_jpg.rf.4583f5246d50a5608024dece3d15c063.jpg,640,750,sad,132,185,586,669
66_10_jpg.rf.6359e509c8e8c6381cd7d3e01f77448c.jpg,640,750,happy,98,157,516,657
68_18_jpg.rf.9f6fab7c2b9c0e615cb9ce3039177d7e.jpg,640,750,neutral,86,201,475,655
92_4_jpg.rf.6921fdc7131fdaacd5286bc838ac3773.jpg,640,750,sad,139,142,604,673
56_6_jpg.rf.b3c833d095ba9744091976e75a4b2f1d.jpg,640,750,happy,98,201,442,671
89_21_jpg.rf.5eaf7711ec4fb8ed99205273483ec1e2.jpg,640,750,sad,110,179,552,687
82_24_jpg.rf.5ed4f736ac8c01e3629a2c0b71f88b4d.jpg,640,750,sad,73,188,511,685
0_19_jpg.rf.3ce854c4a9db742d7b26b0abb9fde7eb.jpg,640,750,happy,59,155,535,687
114_10_jpg.rf.3833ffba3831031726730bcb62d88cf3.jpg,640,750,sad,80,209,524,649
92_3_jpg.rf.18bc65827662bbe6eea234fff6471945.jpg,640,750,happy,180,182,576,715
61_8_jpg.rf.a2a40b6ed94040aaad74d9fbdcfcb048.jpg,640,750,happy,103,144,627,748
68_9_jpg.rf.fbb38e4f0842088576ffeabf2f822d72.jpg,640,750,neutral,106,217,433,627
61_8_jpg.rf.6d8fdda4c6188d3e2351098588f970c2.jpg,640,750,happy,186,179,559,659
56_6_jpg.rf.8366ad55f3a558d0b803b76af151dade.jpg,640,750,happy,24,166,509,750
125_23_jpg.rf.403fe71d2b2bacd6ec69756900fbe60b.jpg,640,750,happy,119,118,634,687
33_11_jpg.rf.cfe373d15b38a9bfea2b35a30b1c0e97.jpg,640,750,happy,153,204,548,656
124_17_jpg.rf.5fe4f042b4fe434869a78ec31f17231e.jpg,640,750,sad,92,177,598,718
130_16_jpg.rf.e8924d565523351048f58c94a94596ac.jpg,640,750,sad,164,155,572,663
